entity_key,entity_name,sources,is_official_socio,has_business_profile,has_contact_record,has_member_profile,has_subscriber_contact,source_count
dynasol,Dynasol,suscriptores,False,False,False,False,True,1
dia,Día,suscriptores,False,False,False,False,True,1
estratosgeosystems,E-Stratos Geosystems,datoscontacto,False,False,True,False,False,1
ecima,E. CIMA,suscriptores,False,False,False,False,True,1
e2mcouthvisionsystemsslu,"E2M Couth Vision Systems, SLU",suscriptores,False,False,False,False,True,1
eae,EAE,suscriptores,False,False,False,False,True,1
earautomation,EAR Automation,suscriptores,False,False,False,False,True,1
easme,EASME,suscriptores,False,False,False,False,True,1
ebretechconsultingsl,"EBRETECH CONSULTING, SL",suscriptores,False,False,False,False,True,1
edenredsa,EDENRED SA,suscriptores,False,False,False,False,True,1
edfnewbusinesspulsecroissance,EDF New Business Pulse Croissance,suscriptores,False,False,False,False,True,1
edifesa,EDIFESA,datoscontacto,False,False,True,False,False,1
edo,EDO,suscriptores,False,False,False,False,True,1
edse,EDSE,suscriptores,False,False,False,False,True,1
eeninnorwaybiomedcluster,EEN in Norway (BioMed cluster),suscriptores,False,False,False,False,True,1
effra,EFFRA,suscriptores,False,False,False,False,True,1
eforglobaltechnologysl,EFOR GLOBAL TECHNOLOGY S.L.,datoscontacto,False,False,True,False,False,1
eformarketingandsoftwaresolutionssl,EFOR MARKETING AND SOFTWARE SOLUTIONS S.L.,datoscontacto,False,False,True,False,False,1
egasolutions,EGA SOLUTIONS,suscriptores,False,False,False,False,True,1
ehu,EHU,suscriptores,False,False,False,False,True,1
eiit,EIIT,datoscontacto,False,False,True,False,False,1
eitfood,EIT FOOD,suscriptores,False,False,False,False,True,1
eixtechnova,EIX Technova,suscriptores,False,False,False,False,True,1
ekinbidesl,EKINBIDE SL,suscriptores,False,False,False,False,True,1
eksplalithuania,EKSPLA  Lithuania,suscriptores,False,False,False,False,True,1
elmasnouassessors,EL MASNOU ASSESSORS,suscriptores,False,False,False,False,True,1
elbitsystems,ELBITSYSTEMS,suscriptores,False,False,False,False,True,1
elcanopticaltechnologies,ELCAN Optical Technologies,datoscontacto,False,False,True,False,False,1
electrohilo,ELECTROHILO,datoscontacto,False,False,True,False,False,1
electronmec,ELECTRON MEC,suscriptores,False,False,False,False,True,1
elessemiconductorspa,ELES SEMICONDUCTOR SPA,suscriptores,False,False,False,False,True,1
eltsau,"ELT, S.A.U.",datoscontacto,False,False,True,False,False,1
ematsaempresamunicipalmixtadeaguasdetarragonasa,EMATSA (Empresa Municipal Mixta de Aguas de Tarragona SA),suscriptores,False,False,False,False,True,1
emeaelectrosolutions,EMEA Electro Solutions,suscriptores,False,False,False,False,True,1
emernova,EMERNOVA,suscriptores,False,False,False,False,True,1
emigelectromecanicaeingenieriaindustrialgeneralsl,EMIG - Electromecánica e Ingeniería industrial General S.L.,datoscontacto,False,False,True,False,False,1
emigsl,EMIG S.L.,suscriptores,False,False,False,False,True,1
empresafamiliardecastillaleon,EMPRESA FAMILIAR DE CASTILLA-LEÓN,suscriptores,False,False,False,False,True,1
emraenvironmentalandmaterialsresearchassociation,EMRA (Environmental and Materials Research Association),suscriptores,False,False,False,False,True,1
engi,ENGI,datoscontacto,False,False,True,False,False,1
enterpriseeuropenetwork,ENTERPRISE EUROPE NETWORK,suscriptores,False,False,False,False,True,1
entidadlocalayuntamiento,ENTIDAD LOCAL. AYUNTAMIENTO,suscriptores,False,False,False,False,True,1
entrenadoresdepensamiento,ENTRENADORES DE PENSAMIENTO,suscriptores,False,False,False,False,True,1
envaseyembalajeclusterinnovacionenvaseyembalajedelacomunidadvalenciana,ENVASE Y EMBALAJE - Cluster Innovación Envase y Embalaje de la Comunidad Valenciana,datoscontacto,False,False,True,False,False,1
eoi,EOI,suscriptores,False,False,False,False,True,1
epem,EPEM,suscriptores,False,False,False,False,True,1
epflausanne,EPF Lausanne,suscriptores,False,False,False,False,True,1
epfl,EPFL,suscriptores,False,False,False,False,True,1
ephoox,EPHOOX,datoscontacto,False,False,True,False,False,1
epic,EPIC,suscriptores,False,False,False,False,True,1
epigapoptronicgmbh,EPIGAP Optronic GmbH,suscriptores,False,False,False,False,True,1
eqa,EQA,suscriptores,False,False,False,False,True,1
equipatuequiposl,"EQUIPA TU EQUIPO, S. L.",datoscontacto,False,False,True,False,False,1
eraikuneclusterdelaconstrucciondeeuskadi,ERAIKUNE - Clúster De La Construcción De Euskadi,datoscontacto,False,False,True,False,False,1
eraikunebasqueconstructioncluster,ERAIKUNE BasqueConstructionCluster,suscriptores,False,False,False,False,True,1
erconsulting,ERConsulting,suscriptores,False,False,False,False,True,1
erf,ERF,suscriptores,False,False,False,False,True,1
ericssonsweden,ERICSSON Sweden,suscriptores,False,False,False,False,True,1
erigalsl,"ERIGAL,SL",suscriptores,False,False,False,False,True,1
esa,ESA,suscriptores,False,False,False,False,True,1
esabiccomunidaddemadrid,ESA BIC Comunidad de Madrid,datoscontacto,False,False,True,False,False,1
esaceuropeanspaceandastronomycentre,ESAC- European Space and Astronomy Centre,suscriptores,False,False,False,False,True,1
esadeban,ESADE BAN,suscriptores,False,False,False,False,True,1
esadebusinessschool,ESADE Business School,suscriptores,False,False,False,False,True,1
escribanomechanicalandengineering,ESCRIBANO MECHANICAL AND ENGINEERING,suscriptores,False,False,False,False,True,1
esferaingenieria,ESFERA INGENIERIA,datoscontacto,False,False,True,False,False,1
eslconsulting,ESL Consulting,suscriptores,False,False,False,False,True,1
espaiaerocv,ESPAI AERO CV,suscriptores,False,False,False,False,True,1
essilorinternational,ESSILOR INTERNATIONAL,suscriptores,False,False,False,False,True,1
essp,ESSP,datoscontacto,False,False,True,False,False,1
estudiantemasterfotonicasantiagodecompostela,ESTUDIANTE MÁSTER FOTÓNICA SANTIAGO DE COMPOSTELA,suscriptores,False,False,False,False,True,1
esycomesiee,ESYCOM-ESIEE,suscriptores,False,False,False,False,True,1
eticomclusterdelaeconomiadigitaldeandalucia,ETICOM - Clúster de la Economía Digital de Andalucía,datoscontacto,False,False,True,False,False,1
etsitupv,ETSIT-UPV,suscriptores,False,False,False,False,True,1
euquantumflagship,EU Quantum Flagship,suscriptores,False,False,False,False,True,1
eujapancenter,EU-Japan center,suscriptores,False,False,False,False,True,1
eugonelectronica,EUGON ELECTRÒNICA,suscriptores,False,False,False,False,True,1
eussfundacioprivadarinaldi,EUSS - Fundació Privada Rinaldi,datoscontacto,False,False,True,False,False,1
evm,EVM,suscriptores,False,False,False,False,True,1
excelticsl,EXCELTIC SL,suscriptores,False,False,False,False,True,1
exfo,EXFO,suscriptores,False,False,False,False,True,1
expoviasas,EXPOVIA S.A.S.,datoscontacto,False,False,True,False,False,1
exvolution,EXVOLUTION,suscriptores,False,False,False,False,True,1
exxnengineering,EXXN Engineering,suscriptores,False,False,False,False,True,1
ey,EY,suscriptores,False,False,False,False,True,1
eactivhotels,Eactivhotels,suscriptores,False,False,False,False,True,1
earlybirdvc,Earlybird VC,suscriptores,False,False,False,False,True,1
easoventures,Easo Ventures,suscriptores,False,False,False,False,True,1
eastdevelopmentagencypoland,East Development Agency (Poland),suscriptores,False,False,False,False,True,1
easyfairs,Easyfairs,suscriptores,False,False,False,False,True,1
eatex,Eatex,suscriptores,False,False,False,False,True,1
eblanaphotonicsltdireland,Eblana Photonics Ltd Ireland,suscriptores,False,False,False,False,True,1
ecobioservicesandresearchessrl,Ecobioservices and Researches SrL,suscriptores,False,False,False,False,True,1
ecohydros,Ecohydros,datoscontacto,False,False,True,False,False,1
ecohydrossl,"Ecohydros, S.L.",suscriptores,False,False,False,False,True,1
ecoiberiasa,Ecoiberia SA,suscriptores,False,False,False,False,True,1
ecoinverexportsl,"Ecoinver Export, S.L.",datoscontacto,False,False,True,False,False,1
economicdevelopmentagencybrandenburgwfbb,Economic Development Agency Brandenburg (WFBB),suscriptores,False,False,False,False,True,1
econward,Econward,datoscontacto,False,False,True,False,False,1
ecosistemasvirtualesymodularessl,Ecosistemas Virtuales y Modulares S.L.,datoscontacto,False,False,True,False,False,1
ecussleep,Ecus Sleep,datoscontacto,False,False,True,False,False,1
edithcowanuniversity,Edith cowan university,suscriptores,False,False,False,False,True,1
eggnovosl,Eggnovo S.L,datoscontacto,False,False,True,False,False,1
eightbells,Eight Bells,suscriptores,False,False,False,False,True,1
eindhovenuniversityoftechnology,Eindhoven University of Technology,suscriptores,False,False,False,False,True,1
elpuntavui,El Punt Avui,suscriptores,False,False,False,False,True,1
elhartimohammed,El harti Mohammed,suscriptores,False,False,False,False,True,1
elreferente,El referente,suscriptores,False,False,False,False,True,1
elaiavc,Elaia VC,suscriptores,False,False,False,False,True,1
elbitssystems,Elbit Ssystems,suscriptores,False,False,False,False,True,1
electroniclinks,Electronic Links,datoscontacto,False,False,True,False,False,1
element,Element,suscriptores,False,False,False,False,True,1
elementaconsultinglondon,Elementa Consulting | London,datoscontacto,False,False,True,False,False,1
elenacasasromero,Elena Casas Romero,suscriptores,False,False,False,False,True,1
elettroravaibericaserviciossl,"Elettrorava Iberica Servicios, S.L.",datoscontacto,False,False,True,False,False,1
elias,Elias,suscriptores,False,False,False,False,True,1
elion,Elion,datoscontacto,False,False,True,False,False,1
eliportrobotics,Eliport Robotics,datoscontacto,False,False,True,False,False,1
elisava,Elisava,suscriptores,False,False,False,False,True,1
eliteoptica,Elite-Optica,suscriptores,False,False,False,False,True,1
elmwq,Elmwq,datoscontacto,False,False,True,False,False,1
embassyofspaininsingapur,Embassy of Spain in Singapur,datoscontacto,False,False,True,False,False,1
embega,Embega,suscriptores,False,False,False,False,True,1
emblemventures,Emblem Ventures,suscriptores,False,False,False,False,True,1
emerge,Emerge,suscriptores,False,False,False,False,True,1
eminenergy,Emin Energy,suscriptores,False,False,False,False,True,1
empa,Empa,suscriptores,False,False,False,False,True,1
empirictechnologies,Empiric Technologies,datoscontacto,False,False,True,False,False,1
emprendedor,Emprendedor,suscriptores,False,False,False,False,True,1
emprendeduriasocial,Emprendeduria Social,suscriptores,False,False,False,False,True,1
empresa,Empresa,suscriptores,False,False,False,False,True,1
empresariosagrupados,Empresarios Agrupados,datoscontacto,False,False,True,False,False,1
emxys,Emxys,datoscontacto,False,False,True,False,False,1
enaire,Enaire,suscriptores,False,False,False,False,True,1
encino,Encino,suscriptores,False,False,False,False,True,1
encofradosalsina,Encofrados Alsina,suscriptores,False,False,False,False,True,1
encomendacapitalpartnerssgeicsa,Encomenda Capital Partners SGEIC SA,suscriptores,False,False,False,False,True,1
endesa,Endesa,datoscontacto,False,False,True,False,False,1
eneragen,Eneragen,suscriptores,False,False,False,False,True,1
energetiq,Energetiq,suscriptores,False,False,False,False,True,1
energovizijaltd,EnergoVizija Ltd.,suscriptores,False,False,False,False,True,1
energymanagementinnovationsl,Energy Management Innovation SL,suscriptores,False,False,False,False,True,1
energytools,Energy Tools,suscriptores,False,False,False,False,True,1
energylab,Energylab,datoscontacto,False,False,True,False,False,1
engeenuity,Engeenuity,datoscontacto,False,False,True,False,False,1
engiefab,Engie FAB,suscriptores,False,False,False,False,True,1
engineer,Engineer,suscriptores,False,False,False,False,True,1
engineeringandmanagementconsultant,Engineering and management consultant,suscriptores,False,False,False,False,True,1
enlightingtechnologies,Enlighting Technologies,datoscontacto,False,False,True,False,False,1
enorte,Enorte,suscriptores,False,False,False,False,True,1
enovarobotics,Enova Robotics,suscriptores,False,False,False,False,True,1
ensovalrenovables,Ensoval Renovables,datoscontacto,False,False,True,False,False,1
enterpriseirelandoptronicsirelandireland,Enterprise Ireland / Optronics Ireland Ireland,suscriptores,False,False,False,False,True,1
entiercapital,Entier Capital,suscriptores,False,False,False,False,True,1
entogourmetbv,"Entogourmet, B.V.",suscriptores,False,False,False,False,True,1
entogourmetsl,"Entogourmet, S.L.",datoscontacto,False,False,True,False,False,1
entrepreneur,Entrepreneur,suscriptores,False,False,False,False,True,1
envin,Envin,suscriptores,False,False,False,False,True,1
enzyme,Enzyme,suscriptores,False,False,False,False,True,1
eodyne,Eodyne,suscriptores,False,False,False,False,True,1
epicom,Epicom,suscriptores,False,False,False,False,True,1
equinomltd,Equinom ltd,suscriptores,False,False,False,False,True,1
erasmusmcdepartmentofradiationoncology,Erasmus MC - Department of Radiation Oncology,suscriptores,False,False,False,False,True,1
ericsson,Ericsson,suscriptores,False,False,False,False,True,1
ericssontelecomunicazioni,Ericsson Telecomunicazioni,suscriptores,False,False,False,False,True,1
eroicadx,Eroica DX,datoscontacto,False,False,True,False,False,1
esagri,Esagri,suscriptores,False,False,False,False,True,1
escarreautomatizacionyserviciossl,"Escarré, Automatización y Servicios, SL",suscriptores,False,False,False,False,True,1
escolasantaeulalia,Escola Santa Eulàlia,suscriptores,False,False,False,False,True,1
escoladenologiajaumeciurana,Escola d'Enologia Jaume Ciurana,suscriptores,False,False,False,False,True,1
escoladenovestecnologiesinteractivesenti,Escola de Noves Tecnologies Interactives (ENTI),suscriptores,False,False,False,False,True,1
escribanomechanicalengineeringsl,Escribano Mechanical & Engineering S.L.,datoscontacto,False,False,True,False,False,1
escuelaingenierossevilla,Escuela Ingenieros Sevilla,datoscontacto,False,False,True,False,False,1
espaiaereocv,Espai Aereo CV,datoscontacto,False,False,True,False,False,1
espaideproduccioielectronicasl,Espai De Produccio I Electronica S.L.,datoscontacto,False,False,True,False,False,1
espectrolitica,Espectrolïtica,datoscontacto,False,False,True,False,False,1
esteve,Esteve,suscriptores,False,False,False,False,True,1
esther,Esther,suscriptores,False,False,False,False,True,1
estudiante,Estudiante,suscriptores,False,False,False,False,True,1
estudianteucm,Estudiante UCM,suscriptores,False,False,False,False,True,1
estudiantedeoptometria,Estudiante de Optometria,suscriptores,False,False,False,False,True,1
etalentumseleccionsl,"Etalentum Selección, S.L",suscriptores,False,False,False,False,True,1
etayotirapusl,Etayo Tirapu S.L.,suscriptores,False,False,False,False,True,1
etheclo,Etheclo,suscriptores,False,False,False,False,True,1
etxetar,Etxetar,datoscontacto,False,False,True,False,False,1
euott,Euott,datoscontacto,False,False,True,False,False,1
euridiceclassicssl,"Euridice Classics, S.L.",suscriptores,False,False,False,False,True,1
eurobots,Eurobots,suscriptores,False,False,False,False,True,1
eurobyte,Eurobyte,suscriptores,False,False,False,False,True,1
europascience,Europa Science,suscriptores,False,False,False,False,True,1
europastry,Europastry,datoscontacto,False,False,True,False,False,1
europeancenterforquantumsciences,European Center for Quantum Sciences,suscriptores,False,False,False,False,True,1
europeancommission,European Commission,suscriptores,False,False,False,False,True,1
europeancommissionphotonicsunit,European Commission Photonics Unit,suscriptores,False,False,False,False,True,1
europeanspaceagency,European Space Agency,suscriptores,False,False,False,False,True,1
eventosmundialescenitsc,"Eventos Mundiales Cenit, S. C.",suscriptores,False,False,False,False,True,1
everisaerospacialydefensasl,Everis Aerospacial y Defensa SL,datoscontacto,False,False,True,False,False,1
everisinitiatives,Everis Initiatives,datoscontacto,False,False,True,False,False,1
evonikvc,Evonik VC,suscriptores,False,False,False,False,True,1
evonikventure,Evonik Venture,suscriptores,False,False,False,False,True,1
excellbattery,Excell Battery,suscriptores,False,False,False,False,True,1
excemtechnologies,Excem Technologies,suscriptores,False,False,False,False,True,1
expaciainnovationsl,Expacia Innovation SL,suscriptores,False,False,False,False,True,1
expertymaging,Expert Ymaging,datoscontacto,False,False,True,False,False,1
expodronica,Expodronica,suscriptores,False,False,False,False,True,1
exponcapital,Expon Capital,suscriptores,False,False,False,False,True,1
extenderfoodind,Extender Food Ind,suscriptores,False,False,False,False,True,1
extremaduraavante,Extremadura Avante,suscriptores,False,False,False,False,True,1
extrusal,Extrusal,datoscontacto,False,False,True,False,False,1
eywaspace,Eywa Space,datoscontacto,False,False,True,False,False,1
f4startups,F4Startups,suscriptores,False,False,False,False,True,1
facsahydrens,FACSA - Hydrens,datoscontacto,False,False,True,False,False,1
factor10,FACTOR 10,suscriptores,False,False,False,False,True,1
facylclusterautomocioncastillayleon,FACYL - Cluster Automoción Castilla y León,datoscontacto,False,False,True,False,False,1
faepac,FAEPAC,datoscontacto,False,False,True,False,False,1
falconelectronicaelang,FALCON ELECTRONICA/ELANG,suscriptores,False,False,False,False,True,1
famasystems,FAMA SYSTEMS,suscriptores,False,False,False,False,True,1
farsens,FARSENS,datoscontacto,False,False,True,False,False,1
fccaqualiasocidezinnae,FCC Aqualia (Soci de ZINNAE),datoscontacto,False,False,True,False,False,1
fccconstruccion,FCC Construcción,suscriptores,False,False,False,False,True,1
fceer,FCEER,suscriptores,False,False,False,False,True,1
fcirce,FCIRCE,suscriptores,False,False,False,False,True,1
fecyt,FECYT,suscriptores,False,False,False,False,True,1
fecytfundacionespanolaparalacienciaylatecnologia,FECYT - Fundación Española Para la Ciencia y la Tecnología,datoscontacto,False,False,True,False,False,1
fecytoficinaeuropea,FECYT - Oficina Europea,datoscontacto,False,False,True,False,False,1
federaciondeempresariosdelmetal,FEDERACIÓN DE EMPRESARIOS DEL METAL,suscriptores,False,False,False,False,True,1
fedit,FEDIT,datoscontacto,False,False,True,False,False,1
feelinginnovationbystanpaasocinnovperfumecosmet,"FEELING INNOVATION BY STANPA ASOC INNOV PERFUME, COSMET",datoscontacto,False,False,True,False,False,1
fempa,FEMPA,datoscontacto,False,False,True,False,False,1
fenaeic,FENAEIC,suscriptores,False,False,False,False,True,1
fenaeicfederacionnacionaldeagrupacionesempresarialesinnovadorasyclusters,FENAEIC - Federación Nacional de Agrupaciones Empresariales Innovadoras y Clusters,datoscontacto,False,False,True,False,False,1
feup,FEUP,suscriptores,False,False,False,False,True,1
feupfaculdadedeengenhariadauniversidadedoporto,FEUP - Faculdade de Engenharia da Universidade do Porto,datoscontacto,False,False,True,False,False,1
fgcferrocarrilesdelageneralidaddecataluna,FGC - Ferrocarriles de la Generalidad de Cataluña​,datoscontacto,False,False,True,False,False,1
fhafundacionhidrogenoaragon,FHA - Fundación Hidrógeno Aragón,datoscontacto,False,False,True,False,False,1
fha,FHa,suscriptores,False,False,False,False,True,1
figroup,FI Group,suscriptores,False,False,False,False,True,1
ficma,FICMA,datoscontacto,False,False,True,False,False,1
ficosaautomotiveslu,FICOSA AUTOMOTIVE S.L.U.,suscriptores,False,False,False,False,True,1
fils,FILS,datoscontacto,False,False,True,False,False,1
filslegal,FILS LEGAL,suscriptores,False,False,False,False,True,1
firamunichsl,"FIRAMUNICH, S.L.",suscriptores,False,False,False,False,True,1
fisabiofundacionparafomentodeinvestigacionsanitariaybiomedicadelacomunidadvalenciana,FISABIO - Fundación para Fomento de Investigación Sanitaria y Biomédica de la Comunidad Valenciana,datoscontacto,False,False,True,False,False,1
fisevifundacionpublicaandaluzaparalagestiondelainvestigacionensaluddesevilla,FISEVI - Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla,datoscontacto,False,False,True,False,False,1
fitdigitalactivaslu,FIT DIGITAL ACTIVA SLU,datoscontacto,False,False,True,False,False,1
flcfundacionlaboraldelaconstrucciondelprincipadodeasturias,FLC-Fundación Laboral de la Construcción del Principado de Asturias,suscriptores,False,False,False,False,True,1
fluidex,FLUIDEX,suscriptores,False,False,False,False,True,1
fmvvascoforomaritimo,FMV - Vasco Foro Marítimo,datoscontacto,False,False,True,False,False,1
fomamolf,FOM / AMOLF,suscriptores,False,False,False,False,True,1
fondseiffel,FONDS EIFFEL,suscriptores,False,False,False,False,True,1
forcadell,FORCADELL,suscriptores,False,False,False,False,True,1
forodeautomociondecastillayleonfacyl,FORO DE AUTOMOCION DE CASTILLA Y LEON ( FACYL ),suscriptores,False,False,False,False,True,1
foromaritimovascofmv,FORO MARITIMO VASCO ( FMV ),suscriptores,False,False,False,False,True,1
forth,FORTH,suscriptores,False,False,False,False,True,1
forummaresmeserveisculturals,FORUM MARESME SERVEIS CULTURALS,suscriptores,False,False,False,False,True,1
fphagfundacioprivadahospitalasildegranollers,FPHAG - Fundació Privada Hospital Asil de Granollers,datoscontacto,False,False,True,False,False,1
fractal,FRACTAL,datoscontacto,False,False,True,False,False,1
france,FRANCE,suscriptores,False,False,False,False,True,1
frenosiruna,FRENOS IRUÑA,suscriptores,False,False,False,False,True,1
fundaciourv,FUNDACIO URV,suscriptores,False,False,False,False,True,1
fundacionprivadaparaelfomentodelasredesdebusinessangelsenespana,FUNDACION PRIVADA PARA EL FOMENTO DE LAS REDES DE BUSINESS ANGELS EN ESPAÑA,suscriptores,False,False,False,False,True,1
fundaciontecnaliaresearchinnovation,FUNDACION TECNALIA RESEARCH & INNOVATION,suscriptores,False,False,False,False,True,1
fundacioboschigimperauniversitatdebarcelona,FUNDACIÓ BOSCH I GIMPERA - UNIVERSITAT DE BARCELONA,suscriptores,False,False,False,False,True,1
fundacioiluro,FUNDACIÓ ILURO,suscriptores,False,False,False,False,True,1
fundaciojesuiteseducacio,FUNDACIÓ JESUÏTES EDUCACIÓ,datoscontacto,False,False,True,False,False,1
fundacionord,FUNDACIÓ NORD,suscriptores,False,False,False,False,True,1
fundacionbcdparalapromociondeldisenoindustrialbcd,FUNDACIÓN BCD PARA LA PROMOCIÓN DEL DISEÑO INDUSTRIAL ( BcD ),suscriptores,False,False,False,False,True,1
fundacioncentroeuropeodeempresaseinnovaciondemurcia,FUNDACIÓN CENTRO EUROPEO DE EMPRESAS E INNOVACIÓN DE MURCIA,suscriptores,False,False,False,False,True,1
fundacioncentroregionalextremenodeserviciosempresariales,FUNDACIÓN CENTRO REGIONAL EXTREMEÑO DE SERVICIOS EMPRESARIALES,suscriptores,False,False,False,False,True,1
funiteclasalle,FUNITEC-LA SALLE,suscriptores,False,False,False,False,True,1
fuparfundaciofuparintegraciosocial,FUPAR - Fundació Fupar Integració social,datoscontacto,False,False,True,False,False,1
furv,FURV,datoscontacto,False,False,True,False,False,1
fusalianzsec,FUS ALIANZ S/E & C,suscriptores,False,False,False,False,True,1
fusalianz,FUS_ALIANZ,datoscontacto,False,False,True,False,False,1
futtecsl,FUTTEC S.L.,datoscontacto,False,False,True,False,False,1
fvem,FVEM,datoscontacto,False,False,True,False,False,1
fylalasersl,FYLA LASER SL,suscriptores,False,False,False,False,True,1
fylalaser,FYLA Laser,suscriptores,False,False,False,False,True,1
fabiodelgado,Fabio Delgado,suscriptores,False,False,False,False,True,1
fabrex,Fabrex,suscriptores,False,False,False,False,True,1
faccsa,Faccsa,datoscontacto,False,False,True,False,False,1
facsa,Facsa,suscriptores,False,False,False,False,True,1
facultaddeodontologiadelaucm,Facultad de Odontología de la UCM,suscriptores,False,False,False,False,True,1
facultatdopticaioptometriaupc,Facultat d'Òptica i Optometria - UPC,suscriptores,False,False,False,False,True,1
facultyoftechnologyandmetallurgyuniversityofbelgrade,"Faculty of Technology and Metallurgy, University of Belgrade",suscriptores,False,False,False,False,True,1
facultyofsciencesofmonastirtunisia,"Faculty of sciences of Monastir, Tunisia",suscriptores,False,False,False,False,True,1
faicocentrodeinnovacionytecnologia,Faico - Centro de Innovación y Tecnología,datoscontacto,False,False,True,False,False,1
fairsaturday,Fair Saturday,datoscontacto,False,False,True,False,False,1
fakolith,Fakolith,datoscontacto,False,False,True,False,False,1
fandicosta,Fandicosta,datoscontacto,False,False,True,False,False,1
faromaticssl,Faromatics SL,datoscontacto,False,False,True,False,False,1
fcup,Fcup,suscriptores,False,False,False,False,True,1
feasa,Feasa,suscriptores,False,False,False,False,True,1
federacionvizcainadelmetal,Federacion Vizcaina del Metal,datoscontacto,False,False,True,False,False,1
federacionasturianadeempresariosfade,Federación Asturiana de Empresarios - FADE,datoscontacto,False,False,True,False,False,1
federacionvizcainadeempresasdelmetal,Federación Vizcaína de Empresas del Metal,suscriptores,False,False,False,False,True,1
federalsignalvama,Federal Signal Vama,suscriptores,False,False,False,False,True,1
feelinginnovationbystanpa,Feeling Innovation by Stanpa,suscriptores,False,False,False,False,True,1
femmesbusinessangels,Femmes Business Angels,suscriptores,False,False,False,False,True,1
femmesbusinessangelsinvestisseur,Femmes Business Angels Investisseur,suscriptores,False,False,False,False,True,1
fenin,Fenin,datoscontacto,False,False,True,False,False,1
feninfederacionespanoladeempresasdetecnologiasanitaria,Fenin - Federación Española de Empresas de Tecnología Sanitaria,suscriptores,False,False,False,False,True,1
ferdinandbrauninstitut,Ferdinand-Braun-Institut,suscriptores,False,False,False,False,True,1
ferrer,Ferrer,suscriptores,False,False,False,False,True,1
ferrerinternacional,Ferrer Internacional,datoscontacto,False,False,True,False,False,1
ferrocarrilesdelageneralidaddecataluna,Ferrocarriles de la Generalidad de Cataluña​,suscriptores,False,False,False,False,True,1
ferrocarrilsgeneralitatvalenciana,Ferrocarrils Generalitat Valenciana,suscriptores,False,False,False,False,True,1
ferrovial,Ferrovial,suscriptores,False,False,False,False,True,1
ferrovialservicios,Ferrovial Servicios,datoscontacto,False,False,True,False,False,1
fhimasa,Fhimasa,datoscontacto,False,False,True,False,False,1
fibersuntech,Fibersuntech,datoscontacto,False,False,True,False,False,1
finmeccanica,Finmeccanica,suscriptores,False,False,False,False,True,1
finnova,Finnova,suscriptores,False,False,False,False,True,1
firabarcelona,Fira Barcelona,datoscontacto,False,False,True,False,False,1
firadebarcelona,Fira de Barcelona,suscriptores,False,False,False,False,True,1
firamunich,Firamunich,datoscontacto,False,False,True,False,False,1
firecomms,Firecomms,suscriptores,False,False,False,False,True,1
fitex,Fitex,datoscontacto,False,False,True,False,False,1
fizoptika,Fizoptika,suscriptores,False,False,False,False,True,1
fl,Fl,suscriptores,False,False,False,False,True,1
flandersfood,Flanders\' FOOD,suscriptores,False,False,False,False,True,1
flashvisual,Flash Visual,suscriptores,False,False,False,False,True,1
flexsight,FlexSight,datoscontacto,False,False,True,False,False,1
florafotonica,Florafotonica,suscriptores,False,False,False,False,True,1
flubetechsl,Flubetech S.L.,datoscontacto,False,False,True,False,False,1
fluencetechnology,Fluence.technology,suscriptores,False,False,False,False,True,1
fluidairsprayingsystemsfrance,Fluid Air - Spraying Systems France,suscriptores,False,False,False,False,True,1
fluxunitgmbhosramventures,Fluxunit GmbH – OSRAM Ventures,suscriptores,False,False,False,False,True,1
fockemelergluingsolutions,Focke Meler Gluing Solutions,datoscontacto,False,False,True,False,False,1
fockemelerglueingsolutions,Focke-Meler Glueing Solutions,suscriptores,False,False,False,False,True,1
fomentdeltreballnacional,Foment del Treball Nacional,suscriptores,False,False,False,False,True,1
fonexdatasystems,Fonex Data Systems,suscriptores,False,False,False,False,True,1
foodnetworkdenmark,"Food Network, Denmark",suscriptores,False,False,False,False,True,1
foodprocessinginnitiative,Food Processing Innitiative,suscriptores,False,False,False,False,True,1
foodprocessinginitiativeev,Food-Processing Initiative e.V.,suscriptores,False,False,False,False,True,1
foodpacklab2,FoodPackLab2,suscriptores,False,False,False,False,True,1
ford,Ford,suscriptores,False,False,False,False,True,1
fordespana,Ford España,datoscontacto,False,False,True,False,False,1
fordmotorcompany,Ford Motor Company,suscriptores,False,False,False,False,True,1
forocapitalpymeskeiretsuforum,Foro Capital Pymes - Keiretsu Forum,suscriptores,False,False,False,False,True,1
fortop,Fortop,suscriptores,False,False,False,False,True,1
fortoptopografiaslu,Fortop Topografía S.L.U,datoscontacto,False,False,True,False,False,1
forumgastronomic,Forum Gastronòmic,datoscontacto,False,False,True,False,False,1
fosterandpartners,Foster and Partners,suscriptores,False,False,False,False,True,1
fotona,Fotona,suscriptores,False,False,False,False,True,1
fotonicalasersystems,Fotonica Laser Systems,datoscontacto,False,False,True,False,False,1
fpcm,Fpcm,suscriptores,False,False,False,False,True,1
franhofer,Franhofer,suscriptores,False,False,False,False,True,1
franhoferinstitut,Franhofer Institut,suscriptores,False,False,False,False,True,1
franquiciasecommercecom,Franquiciasecommerce.com,suscriptores,False,False,False,False,True,1
fraunhofer,Fraunhofer,suscriptores,False,False,False,False,True,1
fraunhoferhhigermany,Fraunhofer - HHI Germany,suscriptores,False,False,False,False,True,1
